@attribute noun_overlap_all numeric
@attribute argument_overlap_adjacent numeric
@attribute argument_overlap_all numeric
@attribute stem_overlap_adjacent numeric
@attribute stem_overlap_all numeric
@attribute content_overlap_adjacent_mean numeric
@attribute content_overlap_adjacent_std numeric
@attribute content_overlap_all_mean numeric
@attribute content_overlap_all_std numeric
@attribute level numeric

@data

34,120,1,1,1223,1475,52,100,611,240,13,170,138,60,130,106,105,205,256,87,63,30,66,33,33,44,5,8,8,1.0895,0.9026,537,2.2583,3.0716,1159.4042,0.048,2,3.1667,310.7114,196.2388,3.95,117.9372,83.3619,20,21,4,31,12,88,0.7075,0.1033,0.66,0.1054,0.688,0.0763,3.5294,10.1917,4.3342,4.3588,1.8847,2.1333,2.1,3.987,6.7143,2.1395,7.9437,0.5,4,6.5292,22.5859,30.0926,3.2561,7.2288,2.5269,2.4494,1.0056,3.0304,2.2162,98.1194,27.8005,1,0.8177,71.1365,6.5413,6.5413,51.5127,4.0883,26.9828,86.6721,139.0025,196.2388,167.6206,42.5184,53.9657,81.7661,10.6296,499.5912,71.9542,16.3532,25.3475,9.8119,17.1709,3.2706,35.9771,26.9828,49.0597,1,0.8177,112.8373,106.296,18.4676,24.6056,0.4996,0.1676,0.1962,0.054,0.0818,24.5298,0.4391,0.7951,0.725,0.9545,0.34,0.7036,0.5307,0.7659,0.5208,0.9242,0.34,0.6377,0.2023,0.0233,0.0271,0.0924,0.0567,0.0252,0.008,0.0169,0.0569,0.0082,0.0291,1
42,83,5,2,1168,1330,47,41,544,192,14,142,170,90,163,77,120,252,208,93,77,9,59,32,31,48,6,5,3,1.3505,1.0876,530,2.3133,2.681,1401.5041,0.0462,2.3133,4.6747,332.1918,164.3836,4.494,112.2894,72.589,31,25,3,52,9,120,0.6775,0.1132,0.652,0.11,0.626,0.0986,1.9762,14.0723,4.732,4.5178,1.9983,2.506,1.9518,4.2262,6.6526,1.9211,7.68,0.2295,6.0361,7.2056,31.25,37.2146,1.4718,9.7595,2.8245,2.6752,1.0783,4.5455,2.2041,71.0616,35.9589,0,0,79.6233,4.2808,2.5685,65.9247,5.137,27.3973,65.9247,121.5753,164.3836,215.7534,40.2397,50.5137,35.1027,11.9863,465.7534,102.7397,26.5411,44.5205,7.7055,21.4041,2.5685,41.0959,26.5411,77.0548,1,0.8562,145.5479,139.5548,26.7551,31.8618,0.4658,0.2158,0.1644,0.0505,0.0351,7.7055,0.4538,0.754,0.875,0.9492,0.5854,0.7909,0.53,0.7024,0.6615,0.8983,0.5854,0.7119,0.1572,0.0732,0.0581,0.1463,0.1384,0.0488,0.047,0.0056,0.0232,0.006,0.0268,1
11,88,1,1,815,1007,16,52,372,121,18,84,101,40,97,46,52,157,152,92,41,9,42,23,17,44,2,43,39,1.3088,0.9963,403,2.7045,3.5592,1222.0797,0.0451,1.375,3.0909,333.7423,148.4663,3.6932,112.3344,85.3443,19,26,4,29,8,86,0.6592,0.1196,0.6324,0.1137,0.6571,0.048,8,9.2614,4.3012,4.2111,1.8675,1.7273,2.1818,4.0798,6.766,2.88,7.6034,0.5294,3.2727,6.6215,27.1505,31.8033,7.4223,7.1295,2.4652,2.4208,0.9705,2.754,2.0084,107.9755,13.4969,1,1.227,112.8834,52.7607,47.8528,50.3067,2.454,28.2209,56.4417,103.0675,148.4663,192.638,19.6319,51.5337,63.8037,22.0859,456.4417,105.5215,23.3129,35.5828,9.816,31.9018,4.908,53.9877,20.8589,49.0798,0,0,123.9264,119.0184,33.3135,39.0225,0.4564,0.1926,0.1485,0.0515,0.0638,11.0429,0.4945,0.828,0.9008,0.9524,0.5385,0.8049,0.5669,0.7962,0.6777,0.9286,0.5192,0.7304,0.0925,0.013,0.0115,0.1034,0.069,0.0115,0.0099,0.0043,0.0358,0.0026,0.0184,1
4,15,4,1,431,470,11,80,44,202,64,36,37,22,81,20,45,29,20,28,7,25,1,4,22,14,4,1,1,1,1,1.1094,0.9375,218,4.0667,2.73,941.5017,0.0541,5.3333,8.5333,296.9838,185.6148,6.1333,96.6646,57.1144,9,4,1,18,11,43,0.8673,0.057,0.8375,0.0655,0.8448,0.0157,3.75,28.7333,4.5493,4.4014,2.007,5.4,2.6,4.8793,5.6053,2.32,7.2157,0.5385,9.7333,7.274,14.3564,18.1818,1.0897,13.0612,2.7173,2.6227,1.0564,5.0129,2.2831,34.8028,9.2807,2.3202,58.0046,2.3202,2.3202,51.0441,2.3202,46.4037,104.4084,102.0882,185.6148,148.4919,25.522,51.0441,83.5267,32.4826,468.6775,99.768,20.8817,41.7633,25.522,9.2807,2.3202,9.2807,9.2807,46.4037,2.3202,67.2854,64.9652,33.3095,42.1852,0.4687,0.1485,0.1856,0.051,0.0835,16.2413,0.5058,0.7188,0.8125,0.9091,0.6944,0.7837,0.5499,0.6562,0.5875,0.9091,0.6944,0.7118,0.1467,0.2727,0.2174,0.3571,0.2762,0.2857,0.2,0.034,0.0412,0.02,0.0279,0
2,24,2,2,361,403,14,65,42,162,58,24,31,15,74,10,37,33,19,32,5,22,0,3,19,4,9,0,3,1,2,1.2358,0.9906,209,2.9167,3.5437,1113.5813,0.0441,2.7083,4.4167,293.6288,180.0554,4.9167,105.7134,76.8161,10,8,1,12,5,36,0.7451,0.0914,0.7303,0.0787,0.733,0,12,15.0417,4.4488,4.2909,1.9114,3.0833,1.75,5,6.5179,1.6,8.3171,0.5714,5.375,6.7287,20.3704,22.695,4,7.7593,2.4638,2.347,1.0167,3.1466,2.1522,66.482,5.5402,0,60.9418,8.3102,2.7701,52.6316,0,27.7008,102.4931,116.3435,180.0554,160.6648,38.7812,41.5512,66.482,11.0803,448.7535,99.723,27.7008,33.241,13.8504,22.1607,2.7701,24.9307,8.3102,52.6316,5.5402,91.4127,88.6427,56.4277,62.867,0.4488,0.1607,0.1801,0.0416,0.0665,13.8504,0.5789,0.8793,0.9077,0.9333,0.7083,0.8571,0.6233,0.8793,0.6154,0.9333,0.6667,0.7737,0.1944,0.0455,0.0203,0.0435,0.0688,0.0435,0.0326,0.0189,0.0438,0.008,0.0244,0
2,17,3,3,308,345,4,63,37,152,55,19,19,15,63,8,31,34,20,29,6,21,2,2,19,13,11,0,1,1,1,1.378,1.1341,161,2.8235,2.8912,977.2114,0.0578,3.7059,4.8235,266.2338,204.5455,5.2353,66.5354,74.5938,6,3,0,11,11,31,0.8112,0.0654,0.7926,0.0693,0.7883,0,8.5,18.1176,4.3409,4.2825,1.8961,3.7059,2.1765,4.3563,6.6441,1.1333,8.5227,0.7222,6.5882,6.7679,22.3684,24.3697,0.5,6.2861,2.602,2.4722,1.0235,2.4984,2.2717,55.1948,6.4935,0,68.1818,3.2468,3.2468,61.6883,6.4935,25.974,100.6494,120.1299,204.5455,178.5714,12.987,48.7013,61.6883,42.2078,493.5065,100.6494,19.4805,35.7143,35.7143,9.7403,0,35.7143,6.4935,64.9351,3.2468,110.3896,94.1558,72.6247,79.1224,0.4935,0.1786,0.2045,0.0487,0.0617,19.4805,0.5227,0.6727,0.873,0.9333,0.7368,0.804,0.5942,0.6727,0.6508,0.8667,0.7368,0.7318,0.0678,0.2,0.2031,0.4375,0.3088,0.25,0.2353,0.0272,0.0389,0.0206,0.0334,0
4,24,13,9,467,536,1,88,61,232,82,29,39,33,91,15,53,49,31,49,5,60,3,8,25,2,10,0,34,16,0,1.1329,0.958,235,3.875,2.7775,859.3006,0.0531,3.6667,5.9583,306.2099,188.4368,5.25,126.3179,68.7912,17,10,5,14,2,48,0.7857,0.0495,0.7898,0.0594,0.7983,0.0225,6,19.4583,4.6146,4.2184,1.97,3.7917,2.875,5.0174,6.3243,1.55,8.0926,0.3333,6.75,6.9136,21.1207,29.1667,2.5495,14.6628,2.5331,2.2065,1.0301,4.3229,2.1239,51.3919,8.5653,0,128.4797,72.8051,34.2612,53.5332,6.424,32.1199,113.4904,130.621,188.4368,175.5889,2.1413,70.6638,62.0985,4.2827,496.788,102.7837,36.4026,29.9786,4.2827,21.4133,10.7066,21.4133,17.1306,66.3812,0,104.9251,104.9251,45.2263,62.4555,0.4968,0.1756,0.1884,0.0707,0.0621,10.7066,0.5032,0.7073,0.8182,0.7879,0.4828,0.6991,0.5482,0.6463,0.5455,0.7576,0.4483,0.5994,0.012,0.1,0.0959,0.2174,0.3007,0.1304,0.1486,0.0171,0.0248,0.0174,0.0289,0
2,17,11,2,305,341,1,59,34,143,62,15,16,7,65,11,32,24,19,24,4,27,1,3,4,6,2,0,22,18,0,1.1735,0.9796,167,1.1176,3.3041,921.9513,0.0529,3.4706,5.7647,321.3115,193.4426,5.5882,86.0344,78.7695,5,7,0,13,2,27,0.7839,0.0678,0.7644,0.063,0.7655,0,8.5,17.9412,4.2533,4.0888,1.8295,3.8235,2.1176,4.4675,6.2656,1.5,7.3654,0.4615,6.5294,6.3243,16.7832,20.5128,0.5,11.0212,2.4249,2.2989,0.9324,3.7592,2.2022,55.7377,6.5574,0,88.5246,72.1311,59.0164,13.1148,3.2787,36.0656,104.918,111.4754,193.4426,203.2787,3.2787,22.9508,49.1803,19.6721,468.8525,88.5246,16.3934,42.623,6.5574,22.9508,0,6.5574,9.8361,62.2951,0,78.6885,78.6885,55.0269,67.2551,0.4689,0.2033,0.1934,0.023,0.0492,13.1148,0.5475,0.7419,0.9153,1,0.6667,0.831,0.6033,0.7097,0.7119,1,0.6667,0.7721,0.0159,0.2,0.125,0.4375,0.3824,0.1875,0.1176,0.019,0.0381,0.0123,0.0289,0
16,66,1,1,1182,1326,250,569,128,26,51,18,155,78,141,182,120,193,66,22,79,71,33,26,48,36,26,3,11,6,1.8329,1.3256,505,4.7727,2.5898,1175.509,0.0505,2.7576,5.2576,293.5702,153.9763,5.197,82.5403,66.9991,15,13,6,41,15,90,0.7396,0.0994,0.7106,0.0968,0.7323,0.036,4.125,17.9091,4.5763,4.4015,2.0262,2.9242,2.1818,4.4744,6.6804,1.8889,7.623,0.4865,6.9545,7.0436,27.2408,33.4123,2.6663,9.833,2.7109,2.5806,1.1206,3.8393,2.2067,55.8376,13.5364,0,0,43.1472,15.2284,9.3063,27.9188,5.0761,21.9966,66.8359,101.5228,153.9763,211.5059,21.9966,60.0677,55.8376,30.4569,481.3875,76.1421,12.6904,34.687,12.6904,10.9983,5.0761,40.6091,21.9966,65.9898,2.5381,131.1337,119.2893,23.0464,28.2676,0.4814,0.2115,0.154,0.0601,0.0558,18.6125,0.4272,0.74,0.8352,0.8732,0.3788,0.7068,0.5279,0.712,0.6099,0.831,0.3636,0.6291,0.0942,0.12,0.0688,0.1538,0.0867,0.1077,0.0424,0.0154,0.037,0.0089,0.0239,1
8,33,6,5,694,783,126,344,60,0,41,0,79,36,78,95,51,118,57,5,49,66,41,21,20,17,16,2,0,6,1.5729,1.1823,329,5.0303,2.9952,1074.4911,0.0512,2.8788,5.8182,276.6571,136.8876,5.5152,109.5284,65.6485,13,33,0,36,4,86,0.781,0.1044,0.7685,0.1152,0.7934,0.038,4.125,21.0303,4.5306,4.2682,1.9957,3.5758,2.697,4.3886,6.422,1.8696,7.6395,0.5484,7.3939,6.6967,22.9651,28.9963,1.536,10.2262,2.5374,2.3692,1.0178,4.954,2.2648,47.5504,11.5274,0,0,59.0778,0,0,59.0778,8.6455,23.0548,70.6052,73.487,136.8876,181.5562,0,95.1009,82.1326,24.4957,495.6772,123.9193,18.732,51.8732,5.7637,47.5504,0,28.8184,30.2594,51.8732,2.8818,113.8329,112.3919,33.0909,41.7814,0.4957,0.1816,0.1369,0.0951,0.0821,7.2046,0.4741,0.8254,0.8421,0.8636,0.5088,0.76,0.5432,0.7937,0.6316,0.8333,0.4912,0.6875,0,0.08,0.0492,0.1875,0.2008,0.0625,0.0436,0.0097,0.0208,0.0086,0.0215,1
12,42,1,2,479,546,101,226,32,2,45,36,68,36,63,86,60,94,16,3,41,23,9,11,20,19,10,1,33,6,1.3782,1.1538,247,2.5952,2.8369,1226.0053,0.0502,2.0476,3.7143,325.6785,179.5407,4.3333,79.7054,84.8522,6,11,1,10,2,30,0.6932,0.1341,0.6356,0.115,0.6701,0.0712,3.5,11.4048,4.3136,4.1314,1.8392,2.2381,1.5952,5.6952,7.0805,1.6667,7.7051,0.5,4.4762,6.4521,30.0885,33.5106,2.2546,7.9524,2.4837,2.2782,0.987,3.7048,2.0376,87.6827,25.0522,0,0,93.9457,75.1566,68.8935,18.7891,12.5261,20.8768,85.595,125.261,179.5407,210.8559,4.1754,48.0167,33.4029,39.666,471.8163,62.6305,12.5261,20.8768,4.1754,22.9645,2.0877,41.7537,22.9645,75.1566,2.0877,141.9624,131.524,62.8152,69.9595,0.4718,0.2109,0.1795,0.048,0.0334,6.263,0.5157,0.7525,0.8953,0.9565,0.8125,0.8542,0.6033,0.7228,0.7558,0.8696,0.8125,0.7902,0.0194,0,0,0.1707,0.1626,0,0.0314,0.0203,0.055,0.0045,0.0211,1
21,61,1,1,914,1028,181,420,64,18,81,40,130,63,109,153,95,164,50,10,69,36,37,11,54,25,24,2,36,6,1.263,1.0484,387,2.6721,2.9818,1145.8862,0.0557,2.5082,4.7377,316.1926,167.3961,4.918,83.8741,78.4495,17,23,2,32,16,90,0.7138,0.1063,0.6857,0.1062,0.6741,0.1001,2.9048,14.9836,4.3091,4.1529,1.8851,2.6885,1.8689,5.0465,7.478,2.2593,8.5455,0.5102,5.8361,6.4972,30.9524,36.2126,2.653,12.1608,2.5099,2.3621,1.0027,4.502,2.0369,66.7396,22.9759,2,2.1882,88.6214,43.7637,39.3873,40.4814,6.5646,26.2582,75.4923,103.9387,167.3961,198.0306,19.6937,39.3873,54.7046,27.3523,459.5186,98.4683,18.5996,35.0109,17.5055,25.1641,2.1882,59.081,12.035,68.9278,2.1882,142.2319,119.256,33.8648,39.6199,0.4595,0.198,0.1674,0.0394,0.0547,10.9409,0.4234,0.5912,0.915,0.7778,0.52,0.701,0.4748,0.5801,0.6013,0.7222,0.52,0.6059,0.0905,0.1,0.197,0.1667,0.1831,0.1167,0.1202,0.0119,0.0279,0.0116,0.0295,1
2,123,2,9,1282,1671,254,610,94,41,117,59,130,63,105,235,169,273,70,26,112,51,35,16,49,32,32,2,50,3,1.1681,0.9226,515,2.1301,2.723,1059.9751,0.0539,1.9106,3.6748,352.5741,183.3073,4.1463,81.7731,83.0419,29,25,1,40,34,129,0.6716,0.1408,0.6562,0.1384,0.6729,0,61.5,10.4228,4.395,4.2654,1.8861,2.2195,3.1626,4.5748,6.7838,1.8545,8.4072,0.5424,4.1138,6.4486,21.3115,25.8621,35.5,7.0906,2.5675,2.436,0.9951,3.0342,2.437,95.9438,1.5601,2,1.5601,91.2637,46.0218,39.0016,27.3011,2.3401,24.961,87.3635,131.8253,183.3073,198.1279,31.9813,39.7816,54.6022,24.961,475.819,100.624,22.6209,31.2012,26.5211,19.5008,0.78,38.2215,12.4805,49.142,1.5601,101.4041,81.9033,16.6236,20.1732,0.4758,0.1981,0.1833,0.0398,0.0546,20.2808,0.4017,0.6811,0.7191,0.8431,0.4143,0.6644,0.5094,0.6339,0.4468,0.7843,0.4,0.5663,0.139,0.0909,0.0251,0.1557,0.0969,0.0902,0.0224,0.0147,0.0435,0.0072,0.0272,1
2,19,2,2,339,369,9,59,41,171,72,14,31,17,27,6,32,20,13,12,67,26,15,12,2,4,1,1,1.2571,1,175,1.5263,3.5358,725.877,0.0571,3.1053,5.5263,309.7345,174.0413,5.4211,98.4976,73.9508,12,3,0,14,4,33,0.8211,0.0559,0.7886,0.0578,0.7874,0,9.5,17.8421,4.4866,4.2493,1.9115,3.5263,1.5789,4.7708,5.5294,1.9048,7.1489,0.375,6.6316,6.8095,18.1287,20.9302,0.5,5.9051,2.4557,2.2427,0.9334,2.757,2.0958,56.0472,5.8997,0,0,38.3481,2.9499,0,0,35.3982,2.9499,44.2478,94.3953,120.944,174.0413,212.3894,26.5487,41.2979,76.6962,17.6991,504.4248,97.3451,35.3982,41.2979,11.7994,8.8496,0,35.3982,5.8997,50.1475,0,0,91.4454,79.646,53.477,61.741,0.5044,0.2124,0.174,0.0413,0.0767,11.7994,0.5162,0.7778,0.8136,0.9286,0.5769,0.7742,0.5546,0.75,0.5424,0.8571,0.5385,0.672,0.1111,0.2353,0.1605,0.2222,0.1345,0.2222,0.0994,0.0355,0.0398,0.0182,0.0298,0
2,18,1,1,248,301,8,45,36,123,48,12,24,12,22,3,21,19,11,8,47,18,7,9,3,3,1,2,1.7632,1.2237,144,3.6667,3.56,985.1458,0.0507,2.5,4.2222,306.4516,181.4516,4.8333,78.0321,78.1092,3,2,0,8,3,16,0.7251,0.089,0.6965,0.1073,0.6924,0,9,13.7778,4.4476,4.2298,1.9113,2.6111,2.9444,4.5789,5.8,2.1818,7.1724,0.6,5.3333,6.5521,19.5122,22.2222,2,9.4196,2.6498,2.4789,1.0396,3.9158,2.7684,72.5806,8.0645,0,0,44.3548,8.0645,0,0,32.2581,4.0323,28.2258,84.6774,145.1613,181.4516,193.5484,32.2581,48.3871,72.5806,12.0968,495.9677,64.5161,12.0968,32.2581,12.0968,8.0645,0,36.2903,12.0968,48.3871,0,0,96.7742,88.7097,78.6782,89.6056,0.496,0.1935,0.1815,0.0484,0.0726,12.0968,0.5806,0.7917,0.8222,1,0.6667,0.8202,0.6089,0.7292,0.5556,0.9167,0.6667,0.717,0.1429,0.0625,0.0921,0.0588,0.1176,0.0588,0.0784,0.008,0.0238,0.0174,0.0415,0
2,24,4,1,390,448,3,66,47,202,83,29,34,18,30,5,36,33,27,22,76,24,9,11,5,7,3,3,1.2033,1.0163,204,2.4583,3.4137,1057.1544,0.0528,2.75,5.125,315.3846,169.2308,5.0417,102.543,75.9573,8,2,3,14,3,30,0.7619,0.0726,0.7414,0.0851,0.7471,0,12,16.25,4.4267,4.1748,1.9051,3.1667,2.4167,5.4,6.5286,1.6154,7.6491,0.2941,5.5833,6.9627,16.8317,19.7368,2,8.6277,2.5539,2.3782,1.0096,2.9427,2.0494,61.5385,5.1282,0,0,69.2308,7.6923,2,5.1282,56.4103,7.6923,23.0769,92.3077,120.5128,169.2308,212.8205,7.6923,74.359,61.5385,12.8205,517.9487,76.9231,20.5128,35.8974,7.6923,5.1282,7.6923,28.2051,12.8205,46.1538,0,0,87.1795,76.9231,43.1582,50.6072,0.5179,0.2128,0.1692,0.0744,0.0615,17.9487,0.5231,0.6988,0.8485,0.9655,0.4583,0.7428,0.5821,0.6627,0.5455,0.9655,0.4583,0.658,0.0349,0.0909,0.1618,0.1739,0.2355,0.087,0.1667,0.0194,0.041,0.0189,0.0361,0
2,16,4,5,300,331,14,55,33,142,55,20,27,16,26,6,26,24,16,13,56,12,11,8,2,3,5,3,1.3434,1.0505,166,3.5,3.0025,1002.932,0.0521,3.4375,6.1875,330,183.3333,6,86.5192,70.515,5,2,0,14,3,24,0.7749,0.0614,0.7584,0.0703,0.7557,0,8,18.75,4.54,4.2767,1.9533,3.5,1.9375,4.1389,5.8958,1.5333,7.8788,0.4,7.6875,6.8374,19.0141,22.0339,2,10.7267,2.5367,2.3166,0.9855,4.2679,1.8714,53.3333,6.6667,0,0,53.3333,10,2,6.6667,43.3333,16.6667,36.6667,86.6667,110,183.3333,183.3333,46.6667,66.6667,40,20,473.3333,80,16.6667,46.6667,10,6.6667,0,26.6667,6.6667,53.3333,1,3.3333,90,86.6667,63.3803,73.4463,0.4733,0.1833,0.1833,0.0667,0.04,10,0.5533,0.8364,0.9091,0.75,0.6667,0.7905,0.65,0.8,0.7091,0.75,0.6667,0.7315,0.2029,0.0714,0.1333,0.1333,0.1833,0.0667,0.1333,0.0171,0.0477,0.0157,0.0398,0
2,14,3,2,293,334,5,54,36,143,49,23,34,14,31,5,29,19,19,13,64,17,12,12,7,5,3,6,1.1494,0.908,172,4.0714,3.4086,964.321,0.0463,3.8571,6.2143,296.9283,184.3003,5.7857,102.7845,72.2505,6,8,1,15,8,38,0.8159,0.054,0.7973,0.0618,0.7917,0,7,20.9286,4.4096,4.1809,1.8874,4.5714,2.9286,4.8784,5.9348,1.625,8.2333,0.3333,7.6429,6.8037,23.7762,25.4098,1,6.8605,2.4695,2.2951,0.9515,2.5803,1.8263,47.7816,6.8259,0,0,64.8464,20.4778,1,3.413,44.3686,10.2389,40.9556,98.9761,122.8669,184.3003,167.2355,17.0648,78.4983,58.0205,17.0648,488.0546,129.6928,20.4778,51.1945,27.3038,27.3038,3.413,40.9556,23.8908,47.7816,1,3.413,116.041,105.802,81.1474,86.7229,0.4881,0.1672,0.1843,0.0785,0.058,17.0648,0.587,0.8776,0.8889,0.913,0.5882,0.8169,0.6109,0.7551,0.6296,0.913,0.5882,0.7215,0.0926,0,0.0465,0.1538,0.1429,0,0.0769,0.0135,0.0258,0.0137,0.0233,0
17,34,5,4,490,593,115,228,12,63,41,78,45,8,40,28,22,36,12,24,11,24,23,18,9,3,3,1,1,1.7643,1.2357,223,4.9706,3.2894,952.244,0.062,1.8529,4.6176,320.4082,128.5714,4.8529,65.5303,77.7727,24,21,2,29,5,81,0.6558,0.1767,0.6493,0.1457,0.636,0.1381,2,14.4118,4.4331,4.251,1.9061,2.2941,3.0294,4.5,7.3846,1.8,8.3258,0.3214,5.5294,6.5957,19.7368,24.8447,1.4951,10.9225,2.6463,2.5531,0.9997,3.6156,2.4291,69.3878,34.6939,0,0,46.9388,6.1224,6.1224,36.7347,0,0,22.449,48.9796,83.6735,128.5714,234.6939,24.4898,57.1429,44.898,18.3673,465.3061,165.3061,48.9796,59.1837,10.2041,42.8571,4.0816,24.4898,16.3265,48.9796,2.0408,91.8367,81.6327,40.2792,50.7035,0.4653,0.2347,0.1286,0.0571,0.0449,2.0408,0.4551,0.5565,0.9048,0.8929,0.6818,0.759,0.5388,0.5478,0.7778,0.8929,0.6818,0.7251,0.0945,0.4118,0.3056,0.3939,0.3191,0.3636,0.2656,0.0292,0.0486,0.0243,0.0439,1
11,40,4,2,774,873,151,354,0,119,78,130,104,13,96,36,48,73,31,58,24,58,45,45,13,0,0,2,10,1.3445,1.0924,356,3.775,2.8478,1182.0595,0.0518,2.975,5.95,307.4935,153.7468,5.4,97.4639,68.2658,15,18,5,34,9,81,0.7427,0.1171,0.7298,0.1168,0.7563,0.0576,3.6364,19.35,4.5294,4.2444,1.9806,3.25,2.475,4.988,6.378,2.1071,7.5859,0.4062,6.775,7.1439,29.3785,34.0426,2.3845,9.5408,2.6702,2.5317,1.0752,3.38,2.142,51.6796,14.2119,0,0,58.1395,0,0,58.1395,6,7.7519,31.0078,74.9354,100.7752,153.7468,195.0904,0,46.5116,62.0155,16.7959,457.3643,104.6512,19.3798,43.9276,11.6279,23.2558,6.4599,40.0517,16.7959,74.9354,2.584,134.3669,124.031,37.9567,43.9827,0.4574,0.1951,0.1537,0.0465,0.062,12.9199,0.4599,0.8079,0.8739,0.9444,0.4792,0.7763,0.4729,0.7616,0.6807,0.9444,0.4792,0.7165,0,0.0345,0.1071,0.1795,0.2269,0.0513,0.0949,0.0097,0.0195,0.0093,0.0231,1
12,48,5,5,944,1051,185,448,9,158,79,167,104,18,96,48,57,92,33,53,37,86,51,51,20,0,0,0,13,1.2472,1.0923,365,3.3958,2.8637,987.1498,0.0629,3.2917,5.6458,287.0763,167.3729,5.5833,89.3545,72.3732,21,15,5,31,21,93,0.7766,0.0915,0.7654,0.1043,0.7667,0.0341,4,19.6667,4.3806,4.2239,1.9068,3.4792,2.2292,4.8258,6.8063,2.2,8.226,0.4167,6.9167,6.8343,23.2143,32.2148,2.5166,11.2107,2.6688,2.5449,1.0715,3.8721,2.3985,50.8475,12.7119,0,0,54.0254,0,0,54.0254,7,7.4153,39.1949,91.1017,83.6864,167.3729,195.9746,9.5339,50.8475,60.3814,21.1864,474.5763,98.5169,22.2458,32.839,22.2458,15.8898,5.2966,34.9576,19.0678,56.1441,0,110.1695,101.6949,24.5914,34.1258,0.4746,0.196,0.1674,0.0508,0.0604,13.7712,0.3867,0.6,0.7848,0.8125,0.4737,0.6678,0.4237,0.5676,0.5696,0.75,0.4737,0.5902,0.0464,0.1111,0.1455,0.234,0.2988,0.1489,0.1897,0.0125,0.0245,0.0183,0.0335,1
47,133,1,2,1150,1414,244,586,25,193,128,240,222,34,190,77,72,126,100,85,28,67,71,27,15,34,30,3,20,1.4467,1.2075,545,1.9098,2.8548,1235.6151,0.0433,1.4511,2.609,301.7391,167.8261,3.6466,110.8631,76.9248,17,22,2,39,18,98,0.6322,0.1528,0.5734,0.1468,0.586,0.1115,2.8298,8.6466,4.7319,4.5735,2.0183,1.8045,1.985,4.4727,6.715,2.0811,7.7669,0.283,3.6015,7.0856,37.884,43.0839,2.1667,6.8322,2.7522,2.6504,1.0909,2.9531,2.2706,115.6522,40.8696,5,4.3478,61.7391,29.5652,26.087,23.4783,5,4.3478,24.3478,58.2609,111.3043,167.8261,212.1739,21.7391,66.9565,62.6087,13.0435,509.5652,85.2174,14.7826,33.913,15.6522,19.1304,1.7391,86.9565,29.5652,73.913,2.6087,193.0435,165.2174,32.9426,37.4643,0.5096,0.2122,0.1678,0.067,0.0626,17.3913,0.4739,0.7541,0.8135,0.8831,0.5139,0.7412,0.533,0.7008,0.6528,0.7922,0.4861,0.658,0.0929,0.0698,0.0345,0.1212,0.0377,0.0758,0.0142,0.017,0.0596,0.0052,0.0294,1
15,38,3,4,696,822,90,272,58,103,62,124,77,14,62,35,44,54,23,40,21,54,24,17,20,6,6,0,10,1.597,1.2139,296,4.9211,3.1258,914.5786,0.0608,2.7632,5.2895,288.7931,150.8621,5.1053,78.5616,75.4855,16,18,5,30,9,78,0.7414,0.0865,0.7387,0.0964,0.7353,0.053,2.5333,18.3158,4.3525,4.2994,1.8779,3.2632,3.3158,4.6715,6.0889,2.7241,7.6885,0.4,6.6579,6.7787,28.3088,31,1.6275,10.5534,2.5448,2.4777,1.0047,3.8408,2.0114,54.5977,21.5517,0,0,34.4828,8.6207,8.6207,24.4253,5,7.1839,30.1724,77.5862,89.0805,147.9885,129.3103,83.3333,50.2874,63.2184,28.7356,390.8046,112.069,22.9885,43.1034,12.931,25.8621,7.1839,33.046,20.1149,57.4713,0,110.6322,89.0805,40.6736,44.5402,0.3908,0.1293,0.148,0.0503,0.0632,14.3678,0.4253,0.7778,0.7961,0.8857,0.4091,0.7172,0.4914,0.7667,0.6214,0.8571,0.4091,0.6636,0.3919,0,0.0408,0.0541,0.0526,0.0541,0.0413,0.014,0.0303,0.0146,0.0365,1
